Length,Time
0,0
500000,0.018658
1000000,0.038235
1500000,0.058251
2000000,0.078494
2500000,0.096078
3000000,0.115877
3500000,0.135832
4000000,0.156183
4500000,0.176488
5000000,0.196891
5500000,0.217183
6000000,0.237781
6500000,0.258144
7000000,0.278953
7500000,0.299930
8000000,0.320437
8500000,0.344586
9000000,0.366147
9500000,0.386404
10000000,0.408179
