Length,Time
0,0
1500,0.000094
3000,0.000354
4500,0.000777
6000,0.001365
7500,0.002124
9000,0.003021
10500,0.004061
12000,0.005352
13500,0.006703
15000,0.008330
16500,0.010082
18000,0.011898
19500,0.013961
21000,0.016261
22500,0.018591
24000,0.021108
25500,0.023838
27000,0.026714
28500,0.029804
30000,0.033005
