Length,Time
500000,0.005913
1000000,0.011865
1500000,0.018400
2000000,0.025216
2500000,0.032781
3000000,0.041523
3500000,0.051033
4000000,0.060936
4500000,0.071545
5000000,0.081932
5500000,0.094710
6000000,0.106873
6500000,0.119540
7000000,0.132411
7500000,0.145743
8000000,0.158837
8500000,0.176561
9000000,0.190049
9500000,0.203590
10000000,0.216958
