Length,Time
0,0
1500,0.000013
3000,0.000026
4500,0.000038
6000,0.000051
7500,0.000063
9000,0.000076
10500,0.000088
12000,0.000110
13500,0.000126
15000,0.000143
16500,0.000160
18000,0.000177
19500,0.000194
21000,0.000211
22500,0.000230
24000,0.000252
25500,0.000270
27000,0.000288
28500,0.000308
30000,0.000326
