Length,Time
0,0
500000,0.024384
1000000,0.049509
1500000,0.075100
2000000,0.100821
2500000,0.126867
3000000,0.152858
3500000,0.179207
4000000,0.205987
4500000,0.232397
5000000,0.259353
5500000,0.285465
6000000,0.312203
6500000,0.338615
7000000,0.365639
7500000,0.392391
8000000,0.419408
8500000,0.446872
9000000,0.474978
9500000,0.516175
10000000,0.544047
