Length,Time
0,0
500000,0.072777
1000000,0.169525
1500000,0.254457
2000000,0.339299
2500000,0.423312
3000000,0.507883
3500000,0.592325
4000000,0.677169
4500000,0.761798
5000000,0.842559
5500000,0.931277
6000000,1.016673
6500000,1.101338
7000000,1.186321
7500000,1.270102
8000000,1.354588
8500000,1.502677
9000000,1.591810
9500000,1.680853
10000000,2.018998
