Length,Time
0,0
1500,0.000648
3000,0.002562
4500,0.005739
6000,0.010166
7500,0.015876
9000,0.022789
10500,0.030973
12000,0.040490
13500,0.051172
15000,0.062821
16500,0.076186
18000,0.090793
19500,0.108328
21000,0.124927
22500,0.143327
24000,0.164014
25500,0.184080
27000,0.205943
28500,0.229419
30000,0.254091
