Length,Time
0,0
500000,0.037811
1000000,0.078452
1500000,0.120169
2000000,0.162617
2500000,0.205579
3000000,0.248620
3500000,0.292440
4000000,0.336937
4500000,0.380625
5000000,0.425305
5500000,0.469928
6000000,0.514905
6500000,0.560080
7000000,0.605553
7500000,0.650623
8000000,0.696627
8500000,0.741987
9000000,0.787822
9500000,0.833936
10000000,0.879509
