Length,Time
500000,0.032615
1000000,0.067992
1500000,0.104613
2000000,0.141776
2500000,0.179348
3000000,0.217741
3500000,0.255958
4000000,0.294744
4500000,0.333895
5000000,0.372950
5500000,0.407159
6000000,0.452931
6500000,0.492151
7000000,0.532912
7500000,0.573137
8000000,0.610289
8500000,0.644070
9000000,0.684656
9500000,0.725583
10000000,0.765326
