Length,Time
1500,0.001357
3000,0.005426
4500,0.012276
6000,0.021894
7500,0.034176
9000,0.049296
10500,0.067222
12000,0.088117
13500,0.111776
15000,0.138137
16500,0.167458
18000,0.199569
19500,0.234403
21000,0.272273
22500,0.312903
24000,0.356669
25500,0.402773
27000,0.452104
28500,0.504077
30000,0.558784
