Length,Time
0,0
1500,0.000661
3000,0.002604
4500,0.005950
6000,0.010562
7500,0.016358
9000,0.023569
10500,0.032033
12000,0.042221
13500,0.053486
15000,0.066135
16500,0.080087
18000,0.095291
19500,0.111798
21000,0.128956
22500,0.148136
24000,0.168356
25500,0.190194
27000,0.213087
28500,0.237446
30000,0.263063
