Length,Time
1500,0.001013
3000,0.004004
4500,0.008990
6000,0.015956
7500,0.024884
9000,0.035790
10500,0.048698
12000,0.063674
13500,0.080508
15000,0.099370
16500,0.120233
18000,0.143063
19500,0.167897
21000,0.194563
22500,0.223446
24000,0.254201
25500,0.286981
27000,0.321569
28500,0.358368
30000,0.396953
