Length,Time
1500,0.000056
3000,0.000119
4500,0.000184
6000,0.000253
7500,0.000320
9000,0.000391
10500,0.000464
12000,0.000535
13500,0.000606
15000,0.000705
16500,0.000756
18000,0.000833
19500,0.000910
21000,0.000995
22500,0.001074
24000,0.001140
25500,0.001245
27000,0.001323
28500,0.001410
30000,0.001491
