Length,Time
1500,0.000023
3000,0.000048
4500,0.000073
6000,0.000102
7500,0.000131
9000,0.000158
10500,0.000188
12000,0.000216
13500,0.000245
15000,0.000272
16500,0.000298
18000,0.000328
19500,0.000359
21000,0.000395
22500,0.000423
24000,0.000455
25500,0.000485
27000,0.000513
28500,0.000543
30000,0.000571
