Length,Time
0,0
1500,0.000038
3000,0.000078
4500,0.000120
6000,0.000161
7500,0.000202
9000,0.000243
10500,0.000288
12000,0.000329
13500,0.000375
15000,0.000419
16500,0.000461
18000,0.000505
19500,0.000551
21000,0.000596
22500,0.000639
24000,0.000682
25500,0.000729
27000,0.000772
28500,0.000815
30000,0.000862
