Length,Time
500000,0.011437
1000000,0.023900
1500000,0.036789
2000000,0.049196
2500000,0.060852
3000000,0.073874
3500000,0.086852
4000000,0.099665
4500000,0.112865
5000000,0.126068
5500000,0.139457
6000000,0.153144
6500000,0.166451
7000000,0.179875
7500000,0.193156
8000000,0.207164
8500000,0.222206
9000000,0.236205
9500000,0.249677
10000000,0.263790
