Length,Time
1500,0.000998
3000,0.003941
4500,0.008861
6000,0.015864
7500,0.025043
9000,0.036005
10500,0.049019
12000,0.064033
13500,0.080982
15000,0.099271
16500,0.120154
18000,0.142971
19500,0.167715
21000,0.194519
22500,0.223298
24000,0.254153
25500,0.286802
27000,0.321349
28500,0.358109
30000,0.396635
