Length,Time
0,0
1500,0.000099
3000,0.000214
4500,0.000336
6000,0.000467
7500,0.000594
9000,0.000725
10500,0.000857
12000,0.000986
13500,0.001107
15000,0.001235
16500,0.001372
18000,0.001522
19500,0.001676
21000,0.001829
22500,0.001959
24000,0.002105
25500,0.002241
27000,0.002376
28500,0.002505
30000,0.002677
