Length,Time
1500,0.000093
3000,0.000347
4500,0.000763
6000,0.001325
7500,0.002061
9000,0.002968
10500,0.003879
12000,0.005230
13500,0.006595
15000,0.008163
16500,0.009840
18000,0.011644
19500,0.013706
21000,0.015841
22500,0.018268
24000,0.020750
25500,0.023350
27000,0.026180
28500,0.028997
30000,0.032113
