Length,Time
0,0
1500,0.001131
3000,0.004462
4500,0.010072
6000,0.017837
7500,0.027735
9000,0.039878
10500,0.054255
12000,0.070769
13500,0.089561
15000,0.110526
16500,0.133691
18000,0.159070
19500,0.186723
21000,0.216485
22500,0.248503
24000,0.284169
25500,0.325650
27000,0.364858
28500,0.406574
30000,0.450549
