Length,Time
1500,0.002017
3000,0.007820
4500,0.017789
6000,0.031507
7500,0.049368
9000,0.071675
10500,0.098605
12000,0.130427
13500,0.169295
15000,0.212374
16500,0.261532
18000,0.317372
19500,0.380635
21000,0.449698
22500,0.528286
24000,0.616059
25500,0.712757
27000,0.817539
28500,0.930992
30000,1.053054
