Length,Time
1500,0.001041
3000,0.004057
4500,0.009148
6000,0.016198
7500,0.025062
9000,0.036065
10500,0.048950
12000,0.064105
13500,0.081646
15000,0.100720
16500,0.121722
18000,0.144938
19500,0.169889
21000,0.195830
22500,0.224694
24000,0.255483
25500,0.288345
27000,0.323137
28500,0.359952
30000,0.398794
