Length,Time
1500,0.000621
3000,0.002446
4500,0.005432
6000,0.009842
7500,0.015348
9000,0.022088
10500,0.030270
12000,0.039132
13500,0.049500
15000,0.060634
16500,0.073360
18000,0.087262
19500,0.102410
21000,0.118809
22500,0.136324
24000,0.155038
25500,0.175008
27000,0.196064
28500,0.218429
30000,0.241998
