Length,Time
1500,0.002041
3000,0.008076
4500,0.018065
6000,0.032015
7500,0.050117
9000,0.072764
10500,0.100242
12000,0.132680
13500,0.170748
15000,0.210715
16500,0.259548
18000,0.314857
19500,0.377186
21000,0.456020
22500,0.532557
24000,0.625290
25500,0.717903
27000,0.823022
28500,0.937210
30000,1.058237
