Length,Time
1500,0.001907
3000,0.007648
4500,0.017094
6000,0.030358
7500,0.047492
9000,0.069016
10500,0.095109
12000,0.126163
13500,0.162590
15000,0.201996
16500,0.247487
18000,0.300837
19500,0.361281
21000,0.436879
22500,0.510903
24000,0.599629
25500,0.689171
27000,0.791276
28500,0.901236
30000,1.019233
