Length,Time
0,0
1500,0.000626
3000,0.002452
4500,0.005446
6000,0.009744
7500,0.015062
9000,0.021686
10500,0.029440
12000,0.038339
13500,0.048512
15000,0.059865
16500,0.072408
18000,0.086168
19500,0.101035
21000,0.117217
22500,0.134450
24000,0.155990
25500,0.176227
27000,0.197374
28500,0.219857
30000,0.243581
