Length,Time
0,0
1500,0.002681
3000,0.010684
4500,0.023970
6000,0.042493
7500,0.066368
9000,0.095496
10500,0.129990
12000,0.169729
13500,0.214779
15000,0.265127
16500,0.320767
18000,0.381832
19500,0.448074
21000,0.519619
22500,0.596445
24000,0.678665
25500,0.782044
27000,0.876716
28500,0.976765
30000,1.082581
