Length,Time
0,0
1500,0.001073
3000,0.004171
4500,0.009306
6000,0.016432
7500,0.025508
9000,0.036614
10500,0.049741
12000,0.065852
13500,0.083193
15000,0.100923
16500,0.121858
18000,0.144698
19500,0.169821
21000,0.198816
22500,0.227584
24000,0.260629
25500,0.291630
27000,0.326370
28500,0.363314
30000,0.402504
