Length,Time
0,0
500000,0.007781
1000000,0.016058
1500000,0.026654
2000000,0.032600
2500000,0.043126
3000000,0.055352
3500000,0.062816
4000000,0.069128
4500000,0.079486
5000000,0.091796
5500000,0.103336
6000000,0.112656
6500000,0.121327
7000000,0.127428
7500000,0.135633
8000000,0.142706
8500000,0.150533
9000000,0.163006
9500000,0.175652
10000000,0.187949
