Length,Time
0,0
500000,0.036626
1000000,0.073050
1500000,0.109507
2000000,0.145973
2500000,0.182519
3000000,0.219052
3500000,0.255650
4000000,0.291886
4500000,0.328438
5000000,0.364967
5500000,0.401494
6000000,0.438058
6500000,0.474582
7000000,0.511088
7500000,0.547542
8000000,0.584032
8500000,0.641367
9000000,0.682523
9500000,0.720271
10000000,0.758297
