Length,Time
0,0
500000,0.007432
1000000,0.015310
1500000,0.025876
2000000,0.031215
2500000,0.041324
3000000,0.051945
3500000,0.058667
4000000,0.064553
4500000,0.073824
5000000,0.085463
5500000,0.096365
6000000,0.107203
6500000,0.115428
7000000,0.121197
7500000,0.130166
8000000,0.134670
8500000,0.142246
9000000,0.153997
9500000,0.166207
10000000,0.178039
