Length,Time
1500,0.000055
3000,0.000118
4500,0.000183
6000,0.000255
7500,0.000325
9000,0.000398
10500,0.000471
12000,0.000561
13500,0.000615
15000,0.000683
16500,0.000763
18000,0.000842
19500,0.000922
21000,0.001006
22500,0.001080
24000,0.001159
25500,0.001236
27000,0.001320
28500,0.001398
30000,0.001481
