Length,Time
0,0
500000,0.035306
1000000,0.073633
1500000,0.113015
2000000,0.153153
2500000,0.193918
3000000,0.234925
3500000,0.276733
4000000,0.318214
4500000,0.360767
5000000,0.403496
5500000,0.445732
6000000,0.488553
6500000,0.531697
7000000,0.574943
7500000,0.618701
8000000,0.662646
8500000,0.706500
9000000,0.749493
9500000,0.793541
10000000,0.838290
