Length,Time
0,0
1500,0.001915
3000,0.007411
4500,0.016796
6000,0.029846
7500,0.046772
9000,0.067944
10500,0.093586
12000,0.123952
13500,0.160993
15000,0.202232
16500,0.249497
18000,0.303259
19500,0.364175
21000,0.430842
22500,0.507030
24000,0.591441
25500,0.684308
27000,0.785941
28500,0.896041
30000,1.013807
