Length,Time
1500,0.002388
3000,0.009483
4500,0.021277
6000,0.037761
7500,0.058958
9000,0.084871
10500,0.115483
12000,0.150802
13500,0.190841
15000,0.235609
16500,0.285067
18000,0.339321
19500,0.398228
21000,0.461897
22500,0.530233
24000,0.603328
25500,0.694308
27000,0.778532
28500,0.867233
30000,0.961402
