Length,Time
0,0
1500,0.000631
3000,0.002487
4500,0.005652
6000,0.010042
7500,0.015617
9000,0.022444
10500,0.030419
12000,0.040211
13500,0.050896
15000,0.062801
16500,0.076094
18000,0.090618
19500,0.106302
21000,0.122555
22500,0.140673
24000,0.160095
25500,0.180635
27000,0.202723
28500,0.225969
30000,0.250506
