Length,Time
500000,0.015857
1000000,0.032315
1500000,0.049218
2000000,0.066141
2500000,0.081237
3000000,0.097995
3500000,0.115181
4000000,0.132075
4500000,0.149094
5000000,0.165976
5500000,0.183135
6000000,0.200738
6500000,0.217852
7000000,0.235050
7500000,0.256269
8000000,0.272993
8500000,0.290422
9000000,0.307752
9500000,0.325507
10000000,0.343000
