Length,Time
0,0
500000,0.016019
1000000,0.032631
1500000,0.049501
2000000,0.065941
2500000,0.082824
3000000,0.102758
3500000,0.120164
4000000,0.137959
4500000,0.156389
5000000,0.174716
5500000,0.192756
6000000,0.206502
6500000,0.224176
7000000,0.242207
7500000,0.263892
8000000,0.281815
8500000,0.299886
9000000,0.318629
9500000,0.335926
10000000,0.355063
