Length,Time
500000,0.005549
1000000,0.011133
1500000,0.016756
2000000,0.021932
2500000,0.027609
3000000,0.033332
3500000,0.038907
4000000,0.044567
4500000,0.050080
5000000,0.056018
5500000,0.061530
6000000,0.067266
6500000,0.072729
7000000,0.078494
7500000,0.086032
8000000,0.090413
8500000,0.102703
9000000,0.108588
9500000,0.114616
10000000,0.121000
