Length,Time
0,0
1500,0.000109
3000,0.000215
4500,0.000329
6000,0.000438
7500,0.000545
9000,0.000650
10500,0.000760
12000,0.000878
13500,0.000990
15000,0.001099
16500,0.001211
18000,0.001314
19500,0.001434
21000,0.001535
22500,0.001635
24000,0.001753
25500,0.001862
27000,0.001974
28500,0.002094
30000,0.002206
