Length,Time
500000,0.055027
1000000,0.114857
1500000,0.174782
2000000,0.236911
2500000,0.304037
3000000,0.369198
3500000,0.435165
4000000,0.501432
4500000,0.570765
5000000,0.638489
5500000,0.708236
6000000,0.773915
6500000,0.840733
7000000,0.908233
7500000,0.977150
8000000,1.046194
8500000,1.120924
9000000,1.195427
9500000,1.233500
10000000,1.304978
