Length,Time
0,0
1500,0.001263
3000,0.005088
4500,0.011450
6000,0.020460
7500,0.032059
9000,0.046245
10500,0.063241
12000,0.082680
13500,0.104897
15000,0.129708
16500,0.157264
18000,0.187579
19500,0.220559
21000,0.255954
22500,0.294284
24000,0.335148
25500,0.379062
27000,0.425054
28500,0.473965
30000,0.525886
