Length,Time
0,0
1500,0.000014
3000,0.000027
4500,0.000039
6000,0.000054
7500,0.000068
9000,0.000081
10500,0.000094
12000,0.000116
13500,0.000134
15000,0.000150
16500,0.000168
18000,0.000186
19500,0.000205
21000,0.000224
22500,0.000242
24000,0.000262
25500,0.000280
27000,0.000296
28500,0.000316
30000,0.000334
