Length,Time
1500,0.001183
3000,0.004691
4500,0.010524
6000,0.018651
7500,0.029834
9000,0.042895
10500,0.058410
12000,0.076292
13500,0.096491
15000,0.118978
16500,0.143058
18000,0.170283
19500,0.199786
21000,0.231738
22500,0.266011
24000,0.302603
25500,0.341604
27000,0.382900
28500,0.426697
30000,0.472683
