Length,Time
0,0
500000,0.097639
1000000,0.194102
1500000,0.290196
2000000,0.387226
2500000,0.482825
3000000,0.579409
3500000,0.676205
4000000,0.772848
4500000,0.869500
5000000,0.966171
5500000,1.062899
6000000,1.159613
6500000,1.256402
7000000,1.353005
7500000,1.449564
8000000,1.546252
8500000,1.721412
9000000,1.812701
9500000,1.913655
10000000,2.014473
