Length,Time
1500,0.000012
3000,0.000022
4500,0.000032
6000,0.000041
7500,0.000051
9000,0.000061
10500,0.000070
12000,0.000082
13500,0.000092
15000,0.000102
16500,0.000119
18000,0.000131
19500,0.000144
21000,0.000157
22500,0.000168
24000,0.000181
25500,0.000206
27000,0.000207
28500,0.000222
30000,0.000235
